subscription_id,customer_id,plan,monthly_revenue,is_churned,created_at
3771,3771,Basic,999,0,2024-04-10
3772,3772,Professional,499,0,2023-07-10
3773,3773,Professional,49,1,2024-05-24
3774,3774,Enterprise,199,0,2024-11-21
3775,3775,Enterprise,49,0,2023-08-07
3776,3776,Basic,99,0,2023-08-13
3777,3777,Professional,999,0,2023-07-03
3778,3778,Professional,199,0,2024-06-13
3779,3779,Professional,499,0,2023-12-11
3780,3780,Enterprise,499,0,2024-07-06
3781,3781,Professional,999,0,2023-07-19
3782,3782,Enterprise,99,0,2024-02-03
3783,3783,Professional,999,0,2024-04-03
3784,3784,Basic,499,0,2024-07-08
3785,3785,Enterprise,199,0,2024-03-03
3786,3786,Enterprise,99,0,2024-04-30
3787,3787,Basic,999,0,2024-11-29
3788,3788,Enterprise,999,0,2023-10-17
3789,3789,Basic,999,0,2023-08-27
3790,3790,Enterprise,499,0,2024-04-21
3791,3791,Professional,49,1,2024-11-15
3792,3792,Enterprise,999,0,2024-09-12
3793,3793,Professional,999,1,2024-06-18
3794,3794,Basic,99,0,2024-10-12
3795,3795,Enterprise,99,1,2023-08-24
3796,3796,Professional,199,0,2023-08-01
3797,3797,Enterprise,199,0,2023-03-21
3798,3798,Basic,999,0,2024-05-30
3799,3799,Enterprise,199,0,2024-02-07
3800,3800,Professional,999,0,2024-11-15
3801,3801,Basic,99,0,2024-08-16
3802,3802,Enterprise,499,0,2024-02-15
3803,3803,Enterprise,499,0,2024-08-04
3804,3804,Enterprise,99,0,2023-12-21
3805,3805,Professional,99,0,2023-02-28
3806,3806,Enterprise,199,0,2023-03-20
3807,3807,Basic,99,1,2023-05-06
3808,3808,Enterprise,49,0,2023-04-02
3809,3809,Enterprise,999,0,2023-08-22
3810,3810,Enterprise,49,0,2024-09-15
3811,3811,Enterprise,499,0,2024-10-14
3812,3812,Basic,199,0,2023-04-01
3813,3813,Professional,999,0,2023-10-25
3814,3814,Professional,99,0,2023-09-27
3815,3815,Enterprise,49,0,2024-04-01
3816,3816,Basic,199,0,2024-04-11
3817,3817,Professional,499,0,2023-01-19
3818,3818,Enterprise,99,1,2023-02-17
3819,3819,Professional,99,1,2024-02-16
3820,3820,Professional,999,0,2024-10-16
3821,3821,Enterprise,199,1,2024-05-11
3822,3822,Enterprise,999,0,2023-07-22
3823,3823,Enterprise,49,0,2023-12-03
3824,3824,Basic,199,0,2024-02-24
3825,3825,Enterprise,499,0,2023-09-23
3826,3826,Enterprise,999,0,2024-07-25
3827,3827,Professional,99,0,2023-12-03
3828,3828,Basic,49,0,2023-04-12
3829,3829,Basic,999,0,2023-10-14
3830,3830,Enterprise,999,0,2023-12-21
3831,3831,Basic,499,0,2023-07-15
3832,3832,Basic,199,0,2023-02-13
3833,3833,Enterprise,49,0,2024-02-29
3834,3834,Basic,49,0,2023-09-23
3835,3835,Enterprise,499,0,2023-05-12
3836,3836,Enterprise,499,0,2023-09-15
3837,3837,Basic,199,0,2023-03-21
3838,3838,Enterprise,99,0,2023-06-18
3839,3839,Enterprise,999,0,2024-04-21
3840,3840,Basic,99,0,2023-09-10
3841,3841,Enterprise,199,0,2024-01-28
3842,3842,Basic,499,0,2024-04-24
3843,3843,Enterprise,999,0,2024-03-19
3844,3844,Professional,999,1,2023-05-27
3845,3845,Enterprise,99,0,2024-01-04
3846,3846,Enterprise,499,0,2024-07-14
3847,3847,Enterprise,199,0,2024-01-10
3848,3848,Enterprise,99,0,2024-10-31
3849,3849,Basic,199,1,2023-05-25
3850,3850,Enterprise,49,1,2024-01-17
3851,3851,Basic,99,1,2023-03-25
3852,3852,Enterprise,199,0,2024-07-22
3853,3853,Professional,199,0,2023-04-16
3854,3854,Basic,999,0,2024-03-26
3855,3855,Basic,49,0,2024-02-19
3856,3856,Enterprise,499,1,2023-11-25
3857,3857,Basic,99,0,2023-12-26
3858,3858,Professional,999,0,2023-08-28
3859,3859,Enterprise,999,0,2023-03-15
3860,3860,Enterprise,49,0,2023-10-06
3861,3861,Enterprise,99,0,2024-02-11
3862,3862,Enterprise,99,0,2023-05-12
3863,3863,Enterprise,999,0,2023-10-27
3864,3864,Enterprise,499,0,2023-07-06
3865,3865,Basic,99,0,2023-06-27
3866,3866,Professional,499,0,2023-06-15
3867,3867,Enterprise,49,0,2023-11-02
3868,3868,Basic,99,0,2024-10-08
3869,3869,Enterprise,49,0,2024-06-07
3870,3870,Basic,999,0,2023-01-13
3871,3871,Professional,199,0,2024-10-18
3872,3872,Enterprise,199,0,2024-06-24
3873,3873,Basic,199,1,2024-02-22
3874,3874,Enterprise,499,0,2024-06-12
3875,3875,Basic,99,0,2024-03-11
3876,3876,Enterprise,49,0,2023-12-10
3877,3877,Professional,49,0,2024-07-22
3878,3878,Professional,499,0,2024-08-14
3879,3879,Enterprise,499,0,2024-05-08
3880,3880,Professional,199,0,2023-08-08
3881,3881,Basic,499,0,2024-02-25
3882,3882,Professional,99,0,2023-02-20
3883,3883,Basic,499,1,2023-07-02
3884,3884,Enterprise,999,0,2024-04-18
3885,3885,Basic,499,0,2024-07-08
3886,3886,Professional,99,0,2023-09-21
3887,3887,Enterprise,199,0,2023-01-25
3888,3888,Enterprise,999,0,2023-07-16
3889,3889,Basic,49,0,2024-03-07
3890,3890,Enterprise,99,0,2024-01-02
3891,3891,Professional,99,0,2024-07-24
3892,3892,Enterprise,999,1,2024-10-19
3893,3893,Enterprise,49,1,2024-11-24
3894,3894,Basic,499,0,2024-02-10
3895,3895,Enterprise,49,0,2023-12-21
3896,3896,Enterprise,499,0,2023-09-01
3897,3897,Professional,199,0,2023-09-05
3898,3898,Basic,199,0,2023-05-08
3899,3899,Professional,499,0,2024-01-29
3900,3900,Enterprise,99,0,2023-05-16
3901,3901,Professional,199,0,2024-10-27
3902,3902,Professional,499,0,2023-09-26
3903,3903,Professional,99,0,2023-04-21
3904,3904,Professional,199,1,2024-04-17
3905,3905,Basic,999,0,2023-02-25
3906,3906,Enterprise,499,0,2023-12-06
3907,3907,Basic,49,0,2024-08-16
3908,3908,Professional,199,0,2023-02-24
3909,3909,Enterprise,999,0,2023-10-02
3910,3910,Enterprise,999,0,2023-04-20
3911,3911,Basic,999,0,2023-10-28
3912,3912,Enterprise,199,0,2023-10-19
3913,3913,Professional,49,0,2023-09-19
3914,3914,Professional,499,0,2023-06-18
3915,3915,Professional,199,0,2023-01-28
3916,3916,Basic,199,0,2024-10-10
3917,3917,Professional,99,0,2023-05-02
3918,3918,Enterprise,199,0,2023-02-03
3919,3919,Basic,199,1,2024-01-30
3920,3920,Basic,199,1,2023-10-06
3921,3921,Professional,99,0,2023-06-06
3922,3922,Professional,499,0,2024-06-12
3923,3923,Professional,499,0,2023-12-04
3924,3924,Basic,99,0,2023-07-17
3925,3925,Professional,49,0,2023-01-01
3926,3926,Enterprise,199,1,2024-05-21
3927,3927,Basic,49,0,2024-05-30
3928,3928,Enterprise,99,0,2023-11-15
3929,3929,Basic,999,0,2024-11-08
3930,3930,Professional,499,0,2023-07-16
3931,3931,Enterprise,499,0,2024-04-12
3932,3932,Professional,99,0,2023-01-23
3933,3933,Basic,199,1,2024-04-08
3934,3934,Enterprise,499,0,2023-07-22
3935,3935,Basic,199,0,2024-11-18
3936,3936,Enterprise,49,0,2024-08-07
3937,3937,Professional,499,0,2023-01-08
3938,3938,Basic,999,1,2023-10-16
3939,3939,Professional,999,1,2023-04-06
3940,3940,Basic,199,0,2024-01-31
3941,3941,Enterprise,199,0,2023-01-21
3942,3942,Basic,99,0,2023-09-20
3943,3943,Enterprise,99,0,2023-07-13
3944,3944,Professional,49,0,2024-04-27
3945,3945,Enterprise,499,1,2023-03-22
3946,3946,Professional,49,0,2024-06-07
3947,3947,Enterprise,199,0,2024-09-28
3948,3948,Basic,49,0,2024-06-28
3949,3949,Basic,49,0,2023-03-01
3950,3950,Enterprise,999,1,2023-03-10
3951,3951,Professional,199,1,2023-07-30
3952,3952,Basic,499,1,2023-03-04
3953,3953,Professional,99,0,2024-10-12
3954,3954,Enterprise,199,0,2024-04-30
3955,3955,Enterprise,199,0,2023-05-27
3956,3956,Enterprise,49,0,2023-10-28
3957,3957,Basic,199,0,2023-08-26
3958,3958,Enterprise,199,0,2024-07-20
3959,3959,Professional,99,0,2024-05-31
3960,3960,Basic,499,0,2023-05-18
3961,3961,Enterprise,99,0,2024-03-01
3962,3962,Professional,999,0,2023-05-18
3963,3963,Professional,99,0,2023-09-29
3964,3964,Enterprise,199,0,2024-09-30
3965,3965,Professional,49,0,2023-08-31
3966,3966,Enterprise,999,0,2024-09-02
3967,3967,Enterprise,49,1,2023-01-14
3968,3968,Enterprise,999,0,2023-03-03
3969,3969,Professional,49,0,2023-07-18
3970,3970,Professional,199,0,2023-01-12
3971,3971,Basic,49,0,2024-07-16
3972,3972,Basic,499,0,2024-03-27
3973,3973,Enterprise,199,0,2024-05-28
3974,3974,Enterprise,999,1,2023-03-21
3975,3975,Enterprise,199,0,2024-04-10
3976,3976,Enterprise,99,0,2023-12-03
3977,3977,Basic,499,0,2024-11-05
3978,3978,Enterprise,999,0,2024-10-05
3979,3979,Basic,99,0,2023-08-17
3980,3980,Basic,999,0,2024-05-26
3981,3981,Enterprise,499,0,2023-11-15
3982,3982,Professional,999,1,2024-07-02
3983,3983,Enterprise,999,0,2024-03-26
3984,3984,Basic,999,0,2023-10-28
3985,3985,Basic,499,0,2023-01-26
3986,3986,Basic,199,0,2024-01-23
3987,3987,Enterprise,499,0,2023-05-21
3988,3988,Enterprise,49,0,2024-10-23
3989,3989,Enterprise,499,1,2023-09-15
3990,3990,Enterprise,49,0,2024-04-19
3991,3991,Enterprise,199,0,2023-10-02
3992,3992,Basic,99,0,2024-10-12
3993,3993,Enterprise,49,0,2024-04-06
3994,3994,Enterprise,199,0,2023-06-18
3995,3995,Professional,49,0,2023-10-02
3996,3996,Basic,499,0,2023-05-30
3997,3997,Enterprise,99,0,2023-06-10
3998,3998,Professional,999,0,2024-08-02
3999,3999,Enterprise,999,1,2024-08-18
4000,4000,Professional,999,0,2024-01-03
4001,4001,Basic,999,0,2024-03-15
4002,4002,Professional,199,0,2023-09-24
4003,4003,Professional,499,0,2024-01-22
4004,4004,Basic,49,0,2023-11-11
4005,4005,Basic,99,0,2023-10-06
4006,4006,Professional,499,0,2023-09-17
4007,4007,Basic,199,1,2024-07-30
4008,4008,Professional,499,0,2023-04-24
4009,4009,Basic,49,1,2023-05-06
4010,4010,Professional,999,0,2024-10-12
4011,4011,Enterprise,199,0,2023-09-28
4012,4012,Basic,499,0,2024-06-21
4013,4013,Basic,199,0,2024-08-27
4014,4014,Professional,99,0,2023-03-14
4015,4015,Enterprise,499,0,2024-03-13
4016,4016,Professional,99,0,2024-01-20
4017,4017,Basic,49,1,2023-08-22
4018,4018,Enterprise,999,1,2024-06-30
4019,4019,Enterprise,199,0,2023-09-09
4020,4020,Basic,199,0,2024-11-18
4021,4021,Basic,99,0,2024-01-14
4022,4022,Professional,999,0,2024-10-11
4023,4023,Enterprise,199,0,2023-02-16
4024,4024,Basic,499,0,2023-01-22
4025,4025,Basic,99,0,2024-02-29
4026,4026,Enterprise,49,0,2024-03-30
4027,4027,Enterprise,99,0,2023-02-03
4028,4028,Enterprise,199,0,2023-05-27
4029,4029,Professional,199,0,2023-03-24
4030,4030,Enterprise,199,0,2024-11-14
4031,4031,Enterprise,499,0,2024-01-08
4032,4032,Basic,499,0,2023-12-26
4033,4033,Enterprise,49,1,2024-05-15
4034,4034,Basic,199,1,2024-01-19
4035,4035,Enterprise,99,0,2023-12-11
4036,4036,Professional,999,0,2024-03-20
4037,4037,Enterprise,499,0,2024-08-23
4038,4038,Professional,49,0,2024-01-07
4039,4039,Basic,99,1,2023-04-11
4040,4040,Professional,99,0,2024-09-23
4041,4041,Enterprise,499,0,2023-11-21
4042,4042,Basic,499,0,2024-08-08
4043,4043,Professional,199,0,2024-09-23
4044,4044,Basic,99,0,2023-06-26
4045,4045,Basic,49,0,2023-08-05
4046,4046,Enterprise,199,0,2024-08-21
4047,4047,Enterprise,499,0,2024-05-21
4048,4048,Basic,499,0,2023-11-24
4049,4049,Professional,499,0,2023-05-25
4050,4050,Enterprise,499,0,2024-08-26
4051,4051,Enterprise,49,1,2024-02-19
4052,4052,Basic,499,0,2024-07-23
4053,4053,Enterprise,49,0,2023-09-22
4054,4054,Enterprise,99,0,2024-03-22
4055,4055,Enterprise,199,0,2023-07-08
4056,4056,Basic,99,1,2023-05-26
4057,4057,Professional,99,0,2023-01-01
4058,4058,Professional,49,0,2023-02-22
4059,4059,Basic,499,0,2024-08-25
4060,4060,Enterprise,199,0,2023-05-17
4061,4061,Enterprise,499,0,2024-08-28
4062,4062,Professional,99,0,2024-03-23
4063,4063,Professional,49,0,2023-02-05
4064,4064,Enterprise,499,0,2023-12-22
4065,4065,Enterprise,499,1,2023-06-16
4066,4066,Professional,499,0,2024-01-06
4067,4067,Enterprise,499,0,2023-03-05
4068,4068,Professional,99,0,2023-01-17
4069,4069,Basic,49,0,2024-05-29
4070,4070,Professional,199,0,2024-06-19
4071,4071,Professional,99,0,2024-02-02
4072,4072,Professional,199,0,2024-10-07
4073,4073,Professional,199,0,2024-03-31
4074,4074,Enterprise,999,0,2023-08-24
4075,4075,Basic,99,0,2024-02-04
4076,4076,Basic,199,0,2024-02-24
4077,4077,Basic,49,0,2023-08-31
4078,4078,Basic,99,0,2023-09-27
4079,4079,Professional,199,0,2024-03-23
4080,4080,Professional,49,0,2024-11-03
4081,4081,Enterprise,49,0,2023-04-20
4082,4082,Enterprise,99,0,2023-11-21
4083,4083,Basic,499,0,2024-01-03
4084,4084,Basic,999,0,2024-05-18
4085,4085,Professional,49,1,2023-12-03
4086,4086,Professional,99,0,2024-06-27
4087,4087,Basic,499,0,2023-08-25
4088,4088,Professional,499,0,2024-05-10
4089,4089,Enterprise,49,1,2023-11-12
4090,4090,Enterprise,49,0,2023-02-16
4091,4091,Professional,49,0,2023-02-24
4092,4092,Professional,99,0,2023-09-13
4093,4093,Basic,99,0,2024-04-04
4094,4094,Enterprise,49,0,2024-09-21
4095,4095,Enterprise,199,0,2023-11-11
4096,4096,Basic,99,0,2023-01-12
4097,4097,Professional,99,0,2023-02-26
4098,4098,Enterprise,99,0,2023-02-25
4099,4099,Basic,199,0,2023-09-10
4100,4100,Basic,499,0,2023-11-19
4101,4101,Basic,49,0,2023-05-30
4102,4102,Professional,199,1,2023-01-09
4103,4103,Enterprise,999,0,2023-01-11
4104,4104,Basic,99,0,2024-01-05
4105,4105,Basic,499,1,2023-01-15
4106,4106,Enterprise,99,0,2023-05-17
4107,4107,Professional,999,0,2023-05-08
4108,4108,Basic,49,0,2023-04-06
4109,4109,Professional,99,0,2023-07-05
4110,4110,Basic,99,1,2023-12-12
4111,4111,Basic,499,1,2024-04-03
4112,4112,Enterprise,49,0,2023-11-27
4113,4113,Basic,49,0,2023-05-20
4114,4114,Basic,99,0,2024-10-28
4115,4115,Enterprise,999,0,2023-10-21
4116,4116,Professional,999,0,2024-09-15
4117,4117,Basic,999,0,2023-02-06
4118,4118,Professional,49,0,2024-09-24
4119,4119,Basic,49,0,2023-03-10
4120,4120,Professional,199,0,2023-04-22
4121,4121,Basic,49,0,2023-01-04
4122,4122,Basic,49,0,2024-08-05
4123,4123,Enterprise,199,0,2023-04-05
4124,4124,Basic,99,0,2024-07-30
4125,4125,Professional,199,1,2023-09-09
4126,4126,Enterprise,999,0,2023-09-11
4127,4127,Enterprise,999,0,2023-03-03
4128,4128,Professional,999,0,2024-11-05
4129,4129,Enterprise,199,0,2024-03-31
4130,4130,Enterprise,999,0,2023-03-03
4131,4131,Professional,499,0,2024-03-26
4132,4132,Enterprise,499,0,2024-07-07
4133,4133,Professional,499,0,2023-07-06
4134,4134,Professional,99,0,2024-06-26
4135,4135,Enterprise,199,0,2023-03-29
4136,4136,Basic,99,1,2023-08-09
4137,4137,Professional,49,0,2023-03-06
4138,4138,Basic,49,0,2024-07-28
4139,4139,Enterprise,99,0,2023-12-14
4140,4140,Professional,49,0,2023-10-20
4141,4141,Professional,99,0,2024-01-03
4142,4142,Basic,499,0,2024-11-19
4143,4143,Professional,99,0,2023-03-13
4144,4144,Enterprise,999,0,2023-04-15
4145,4145,Basic,999,0,2023-11-07
4146,4146,Professional,49,0,2023-09-29
4147,4147,Enterprise,199,0,2023-06-08
4148,4148,Basic,999,0,2024-02-01
4149,4149,Professional,49,0,2023-06-20
4150,4150,Basic,999,0,2023-11-18
4151,4151,Basic,499,0,2024-08-08
4152,4152,Basic,499,1,2024-04-02
4153,4153,Enterprise,49,0,2024-11-21
4154,4154,Professional,199,1,2023-02-18
4155,4155,Enterprise,49,0,2024-06-29
4156,4156,Enterprise,99,1,2023-05-14
4157,4157,Basic,49,1,2024-10-17
4158,4158,Enterprise,999,1,2023-11-02
4159,4159,Basic,99,0,2024-02-16
4160,4160,Basic,999,1,2024-02-17
4161,4161,Professional,49,0,2024-06-22
4162,4162,Enterprise,99,0,2024-07-02
4163,4163,Professional,49,1,2024-11-11
4164,4164,Professional,199,0,2023-09-05
4165,4165,Professional,49,0,2024-08-15
4166,4166,Enterprise,999,0,2024-06-11
4167,4167,Professional,499,0,2023-12-11
4168,4168,Basic,99,0,2024-03-19
4169,4169,Professional,99,0,2023-10-03
4170,4170,Enterprise,199,0,2023-03-12
4171,4171,Professional,999,1,2024-09-23
4172,4172,Enterprise,199,0,2023-02-23
4173,4173,Professional,999,0,2023-04-29
4174,4174,Enterprise,999,0,2024-02-26
4175,4175,Enterprise,499,0,2024-09-19
4176,4176,Basic,49,1,2024-05-27
4177,4177,Enterprise,499,1,2023-05-29
4178,4178,Enterprise,99,0,2023-12-12
4179,4179,Basic,49,0,2023-12-05
4180,4180,Enterprise,499,0,2024-08-04
4181,4181,Basic,999,1,2023-07-16
4182,4182,Professional,999,0,2023-01-09
4183,4183,Professional,999,0,2024-06-29
4184,4184,Basic,499,0,2023-04-02
4185,4185,Enterprise,999,1,2023-07-22
4186,4186,Basic,499,0,2023-04-10
4187,4187,Basic,999,0,2023-12-23
4188,4188,Professional,49,1,2024-08-16
4189,4189,Basic,999,0,2024-06-12
4190,4190,Enterprise,49,0,2024-09-15
4191,4191,Enterprise,199,0,2023-06-06
4192,4192,Basic,999,1,2024-10-06
4193,4193,Basic,499,0,2024-02-03
4194,4194,Basic,49,0,2024-02-20
4195,4195,Enterprise,999,1,2023-10-25
4196,4196,Enterprise,99,1,2023-04-15
4197,4197,Basic,49,0,2024-06-18
4198,4198,Basic,999,0,2023-06-02
4199,4199,Basic,999,0,2023-12-11
4200,4200,Basic,49,0,2024-01-08
4201,4201,Basic,999,1,2023-04-16
4202,4202,Enterprise,999,1,2023-02-04
4203,4203,Basic,999,0,2024-08-27
4204,4204,Enterprise,199,0,2023-07-28
4205,4205,Professional,999,0,2023-05-28
4206,4206,Basic,999,0,2023-06-05
4207,4207,Professional,49,0,2023-09-28
4208,4208,Basic,499,0,2024-03-12
4209,4209,Enterprise,49,0,2023-11-23
4210,4210,Enterprise,999,0,2023-10-10
4211,4211,Enterprise,199,0,2024-08-03
4212,4212,Enterprise,199,0,2024-10-16
4213,4213,Professional,199,0,2023-01-18
4214,4214,Basic,199,0,2023-10-27
4215,4215,Enterprise,999,0,2023-07-31
4216,4216,Professional,49,1,2024-02-22
4217,4217,Enterprise,999,0,2023-11-07
4218,4218,Professional,99,0,2023-08-16
4219,4219,Basic,99,0,2024-08-06
4220,4220,Basic,99,0,2023-02-21
4221,4221,Enterprise,99,0,2024-11-22
4222,4222,Professional,499,0,2024-06-06
4223,4223,Professional,999,0,2024-03-06
4224,4224,Enterprise,49,0,2023-03-12
4225,4225,Professional,999,0,2024-10-19
4226,4226,Basic,49,0,2024-01-06
4227,4227,Basic,99,0,2023-07-19
4228,4228,Enterprise,199,0,2024-10-15
4229,4229,Basic,499,1,2023-01-18
4230,4230,Basic,999,0,2024-11-11
4231,4231,Enterprise,199,0,2023-12-12
4232,4232,Enterprise,99,0,2024-09-17
4233,4233,Basic,999,0,2023-04-08
4234,4234,Enterprise,99,1,2023-12-03
4235,4235,Professional,99,1,2023-09-29
4236,4236,Enterprise,49,0,2023-08-20
4237,4237,Professional,49,0,2023-02-03
4238,4238,Basic,999,1,2024-04-26
4239,4239,Basic,999,0,2023-01-12
4240,4240,Professional,99,0,2024-07-24
4241,4241,Basic,499,0,2024-04-13
4242,4242,Enterprise,199,0,2024-08-09
4243,4243,Professional,199,0,2024-10-30
4244,4244,Professional,199,0,2024-03-07
4245,4245,Professional,999,0,2024-09-27
4246,4246,Professional,199,0,2023-10-15
4247,4247,Basic,999,0,2023-11-27
4248,4248,Professional,999,0,2024-09-13
4249,4249,Professional,999,0,2023-12-21
4250,4250,Professional,499,0,2024-07-06
4251,4251,Enterprise,499,0,2024-10-01
4252,4252,Professional,999,1,2023-08-21
4253,4253,Basic,49,0,2024-07-02
4254,4254,Enterprise,199,0,2024-01-02
4255,4255,Professional,499,0,2023-06-13
4256,4256,Enterprise,999,0,2023-12-24
4257,4257,Basic,99,0,2024-08-24
4258,4258,Professional,499,0,2023-10-25
4259,4259,Basic,99,0,2024-11-27
4260,4260,Enterprise,49,0,2024-11-13
4261,4261,Professional,499,1,2023-12-19
4262,4262,Basic,999,0,2024-10-30
4263,4263,Professional,199,0,2023-07-20
4264,4264,Enterprise,49,1,2023-01-07
4265,4265,Basic,499,1,2023-03-28
4266,4266,Basic,999,0,2023-10-03
4267,4267,Enterprise,999,0,2023-06-21
4268,4268,Basic,49,0,2023-07-12
4269,4269,Professional,49,0,2023-02-05
4270,4270,Professional,999,0,2024-01-04
4271,4271,Basic,999,0,2023-04-21
4272,4272,Enterprise,99,0,2024-09-21
4273,4273,Enterprise,499,1,2023-01-04
4274,4274,Professional,49,0,2024-03-28
4275,4275,Basic,99,1,2023-01-29
4276,4276,Enterprise,499,0,2024-02-03
4277,4277,Basic,99,1,2023-12-11
4278,4278,Basic,999,0,2023-09-30
4279,4279,Basic,499,0,2024-08-10
4280,4280,Professional,999,0,2023-11-03
4281,4281,Basic,99,0,2024-04-18
4282,4282,Professional,199,1,2023-06-26
4283,4283,Enterprise,499,0,2023-04-01
4284,4284,Basic,499,0,2024-08-31
4285,4285,Basic,49,0,2024-05-05
4286,4286,Basic,99,0,2024-01-17
4287,4287,Professional,999,0,2023-10-21
4288,4288,Enterprise,49,1,2024-11-11
4289,4289,Basic,499,0,2023-12-09
4290,4290,Professional,999,0,2023-07-01
4291,4291,Professional,99,0,2023-09-08
4292,4292,Professional,499,0,2023-10-20
4293,4293,Professional,999,1,2023-06-05
4294,4294,Professional,49,0,2023-06-05
4295,4295,Basic,499,0,2024-01-28
4296,4296,Enterprise,99,0,2024-05-02
4297,4297,Enterprise,999,0,2024-05-10
4298,4298,Enterprise,999,1,2024-05-01
4299,4299,Enterprise,999,0,2023-02-21
4300,4300,Enterprise,49,0,2024-10-08
4301,4301,Enterprise,999,0,2023-10-02
4302,4302,Professional,49,0,2024-02-28
4303,4303,Enterprise,499,0,2024-09-07
4304,4304,Basic,499,0,2023-08-27
4305,4305,Professional,499,1,2023-06-27
4306,4306,Enterprise,99,0,2023-02-28
4307,4307,Professional,499,1,2023-06-03
4308,4308,Basic,999,1,2023-11-09
4309,4309,Enterprise,499,0,2024-04-05
4310,4310,Professional,199,0,2023-04-13
4311,4311,Basic,49,0,2023-03-10
4312,4312,Professional,99,1,2023-01-15
4313,4313,Basic,199,0,2023-07-16
4314,4314,Basic,99,1,2023-05-22
4315,4315,Professional,99,0,2023-02-22
4316,4316,Basic,99,0,2023-01-02
4317,4317,Enterprise,99,0,2023-08-10
4318,4318,Enterprise,999,0,2023-11-08
4319,4319,Professional,499,0,2024-07-14
4320,4320,Enterprise,99,0,2024-11-30
4321,4321,Professional,499,0,2023-06-10
4322,4322,Basic,499,0,2023-09-26
4323,4323,Enterprise,49,1,2023-12-19
4324,4324,Basic,499,0,2023-07-17
4325,4325,Professional,199,0,2024-10-25
4326,4326,Basic,199,0,2023-10-23
4327,4327,Basic,499,0,2024-09-28
4328,4328,Basic,49,1,2024-02-06
4329,4329,Enterprise,199,0,2023-03-28
4330,4330,Basic,999,0,2024-03-26
4331,4331,Basic,49,0,2024-01-16
4332,4332,Basic,199,1,2023-03-19
4333,4333,Professional,999,0,2023-07-15
4334,4334,Basic,999,0,2023-03-20
4335,4335,Basic,99,0,2023-05-10
4336,4336,Professional,999,0,2024-09-18
4337,4337,Basic,999,0,2024-03-05
4338,4338,Enterprise,49,0,2023-07-04
4339,4339,Professional,499,0,2023-01-01
4340,4340,Professional,49,0,2024-09-29
4341,4341,Basic,999,0,2024-10-14
4342,4342,Enterprise,99,1,2024-09-04
4343,4343,Enterprise,499,0,2023-10-08
4344,4344,Enterprise,49,0,2023-12-17
4345,4345,Professional,499,0,2024-09-30
4346,4346,Professional,999,0,2023-08-07
4347,4347,Enterprise,99,0,2023-06-11
4348,4348,Basic,199,0,2024-10-21
4349,4349,Professional,99,0,2024-08-26
4350,4350,Enterprise,499,0,2023-01-29
4351,4351,Basic,499,0,2023-10-16
4352,4352,Professional,199,0,2023-01-18
4353,4353,Professional,999,1,2024-09-05
4354,4354,Enterprise,999,0,2024-04-29
4355,4355,Enterprise,499,0,2024-07-29
4356,4356,Professional,499,0,2024-08-15
4357,4357,Basic,499,0,2023-10-07
4358,4358,Basic,99,0,2024-07-21
4359,4359,Basic,999,0,2023-12-28
4360,4360,Professional,499,1,2023-11-05
4361,4361,Enterprise,199,0,2023-09-25
4362,4362,Enterprise,49,0,2023-04-03
4363,4363,Enterprise,999,0,2023-02-04
4364,4364,Professional,999,0,2024-02-03
4365,4365,Basic,999,0,2024-09-08
4366,4366,Professional,99,1,2023-07-22
4367,4367,Enterprise,49,1,2023-12-22
4368,4368,Professional,49,0,2024-06-22
4369,4369,Enterprise,999,1,2023-11-23
4370,4370,Enterprise,49,0,2023-06-24
4371,4371,Enterprise,199,1,2023-09-04
4372,4372,Professional,199,0,2024-07-26
4373,4373,Basic,999,0,2023-07-30
4374,4374,Basic,999,0,2024-01-01
4375,4375,Basic,49,0,2024-06-01
4376,4376,Professional,49,0,2023-11-01
4377,4377,Professional,49,0,2024-02-25
4378,4378,Professional,999,1,2023-11-18
4379,4379,Basic,49,0,2024-09-24
4380,4380,Professional,999,0,2024-09-09
4381,4381,Professional,499,1,2023-11-19
4382,4382,Enterprise,499,0,2023-04-11
4383,4383,Enterprise,199,0,2024-04-09
4384,4384,Professional,499,0,2024-08-20
4385,4385,Basic,999,0,2023-07-30
4386,4386,Enterprise,199,0,2024-02-09
4387,4387,Basic,499,1,2023-04-11
4388,4388,Professional,49,0,2024-04-24
4389,4389,Basic,49,1,2023-12-29
4390,4390,Basic,199,0,2024-05-09
4391,4391,Professional,49,1,2023-08-13
4392,4392,Enterprise,99,0,2023-03-11
4393,4393,Professional,199,0,2024-09-28
4394,4394,Enterprise,99,0,2024-06-07
4395,4395,Enterprise,199,0,2023-12-27
4396,4396,Professional,49,0,2023-06-06
4397,4397,Enterprise,499,0,2024-03-29
4398,4398,Basic,999,0,2024-10-28
4399,4399,Professional,49,0,2024-10-20
4400,4400,Enterprise,999,0,2024-05-12
4401,4401,Enterprise,99,0,2024-07-16
4402,4402,Enterprise,499,0,2023-09-11
4403,4403,Enterprise,999,1,2023-08-13
4404,4404,Enterprise,49,0,2023-12-08
4405,4405,Professional,199,0,2023-01-13
4406,4406,Basic,199,0,2024-07-28
4407,4407,Professional,49,0,2024-06-19
4408,4408,Professional,499,0,2024-04-16
4409,4409,Basic,99,0,2024-10-18
4410,4410,Enterprise,49,0,2023-04-20
4411,4411,Enterprise,499,0,2024-10-10
4412,4412,Basic,99,0,2023-05-31
